,spotted,battles_on_stunning_vehicles,hits,battle_avg_xp,draws,max_xp,survived_battles,wins,losses,capture_points,battles,damage_dealt,damage_received,max_frags,shots,frags,max_damage,xp,avg_damage_assisted,piercings,user_id,nickname,wn8
1140,1218,0,5270,198,8,891,162,584,718,636,1310,187176,453476,5,16013,401,1286,259206,111.67,2080,621954397,rizataka,"148,74"
1141,4070,0,29293,382,79,1682,1683,2658,2662,12918,5399,3107067,3433784,9,47703,3899,2741,2060703,217.31,1275,618781957,asad_11139,"862,77"
1142,261,0,2126,161,6,752,165,317,382,863,705,84858,240602,4,4442,214,1126,113183,49.13,1399,518808984,SkYkiwi22,"102,17"
1143,17132,0,87952,557,213,2304,4195,7900,6257,13913,14370,13705084,10216848,9,158406,13311,5752,8001226,426.64,8904,501114205,Autopilot,"1670,27"
1144,1812,787,13256,274,42,1362,1017,1850,2190,2505,4082,1404996,2304086,6,32943,1691,3597,1116674,122.22,6158,594807339,Salinger_,"367,72"
1145,8066,619,42813,293,132,1766,3177,6201,6921,9129,13254,4331275,7308730,7,73504,5982,2811,3877393,154.04,25325,637684760,slaventii73,"455,08"
1146,14098,0,46304,236,175,1365,2304,5712,6215,10550,12102,3121257,5921107,7,89343,5014,2617,2856046,193.28,3841,619235147,yarus75,"423,33"
1147,1019,111,8722,419,35,1674,672,1020,1197,1562,2252,1628494,2106550,7,14855,1330,5180,943450,251.51,5742,545354349,Salwadore99,"750,20"
1148,5318,108,28701,583,38,2231,1095,2226,2186,4173,4450,3262872,3842095,7,47355,3209,6074,2595964,321.09,17485,504864864,Lastgravefox,"1046,80"
1149,137,0,868,69,24,530,145,225,302,296,551,15291,46267,5,3745,114,0,37782,0.0,0,655161464,RenamedUser_15932588,"0,00"
1150,17791,1060,70768,366,222,1840,4065,8758,9480,7083,18460,12861795,16558435,8,111616,11000,5600,6755909,352.3,23838,501750761,Z_Haktar,"782,68"
1151,33615,2603,313032,544,977,2407,21623,32330,32881,41108,66188,72967767,72396507,9,466568,52830,7665,35994143,324.05,200607,596190458,19stalker80,"1152,56"
1152,3252,0,17121,295,36,1917,613,1741,1862,1715,3639,1316391,2227762,6,32080,1815,3460,1072845,139.65,10167,531311455,Cool_Guy_2015,"586,14"
1154,1111,258,13121,418,61,1803,987,1442,1790,1424,3293,1647206,2018403,6,27699,1587,3619,1375744,164.73,6097,500357984,BarracudaVape,"507,02"
1155,8005,801,57647,569,181,2769,3162,4981,4531,9954,9693,11569612,8839088,8,92361,9249,6798,5515933,309.27,39697,598337370,Titan_1000_490,"1595,84"
1156,1151,0,5109,280,17,1586,171,586,684,1825,1287,360609,1011485,7,7716,381,2028,360812,175.6,3036,603080539,moreman365,"307,48"
1157,5312,603,40685,510,176,2448,3012,4535,4275,15433,8986,8035626,6293873,9,66992,6788,5089,4578711,289.92,12480,502472323,Evolution96,"1205,31"
1158,873,0,3193,145,18,652,131,358,449,1246,825,84850,198554,7,7248,321,230,119585,78.14,17,501986069,sparnhawk,"127,10"
1159,31675,2081,159748,365,540,3011,8498,16515,17279,38973,34334,20671055,21761767,11,344928,24221,6430,12524611,214.29,90806,602266289,dzubi4,"907,57"
1160,5658,97,23248,634,56,2352,784,2171,2256,2147,4483,4383236,5169185,9,37679,2731,4989,2843584,349.05,13727,575960066,Brolaf22,"1039,34"
1161,1392,0,11988,168,27,1445,503,1191,1365,2701,2583,380526,746853,7,33408,1024,2230,434878,86.92,1970,503789020,filip878,"207,95"
1162,660,0,4238,435,15,1698,210,635,724,1128,1374,783896,1409224,5,6640,536,3899,597789,196.69,2604,553222568,Astroin,"507,92"
1163,36984,74,176228,743,455,2496,11972,17212,13291,30424,30958,49079663,35402251,10,256537,31981,9168,23003867,619.22,86037,504933788,B3rndB3,"1829,66"
1164,321,86,4568,496,9,1484,271,314,263,823,586,406371,206322,7,7693,689,2597,290879,135.25,2969,572741139,MGTOW_Gaming_YT_Krauts,"1757,48"
1165,17651,3273,172127,348,324,1880,6083,12094,13277,27917,25695,14197580,19169422,8,333864,14052,5081,8950066,193.55,92397,551190346,Oneshotmen_PL,"656,63"
1166,1238,0,7684,229,19,1436,355,944,1106,2325,2069,500128,797546,9,15185,897,2595,474122,115.31,1272,655190293,DeHic22,"393,61"
1167,629,0,4859,239,16,1071,388,633,657,2504,1306,404113,527661,5,10946,757,0,312523,0.0,0,619870355,RenamedUser_3584826,"564,40"
1168,1750,266,12894,525,50,2045,741,1367,1588,1968,3005,2246708,3618314,6,26154,1618,5369,1577053,292.86,6297,665919499,GenFrogr,"714,13"
1169,500,0,4171,248,5,1068,221,431,431,2142,867,224451,328894,5,7690,457,2468,215224,92.13,2422,535791334,bastibuuh,"487,12"
1170,1298,0,6854,256,13,1439,294,787,885,1749,1685,531379,773697,8,11206,865,2462,431773,121.65,4285,511236686,Kiradeos,"494,50"
1171,24497,231,126857,626,205,2553,4628,10615,10218,10720,21038,24330818,23962924,9,179718,16850,6903,13160326,387.49,90329,542692832,BLaCKEAgLE_ALLY,"1408,74"
1172,3889,63,23245,634,70,2463,1241,2464,2358,7179,4892,5710147,5059966,8,35007,3729,6257,3103542,267.31,15725,603654335,DmitryKudr_1,"1302,65"
1173,596,0,4178,360,10,1605,234,379,343,2812,732,291505,481894,5,7395,358,2480,263860,207.46,2649,531325470,N0zzie,"656,33"
1174,8323,27,41321,399,107,2448,2329,4724,5020,9556,9851,5279052,5933390,8,66788,6885,5952,3928092,182.21,20080,507686286,Neveralways,"837,45"
1175,4886,335,41363,423,124,2166,2071,3361,3403,5729,6888,4246933,5002574,8,71191,4514,4975,2911602,192.75,25273,557019537,LordZapptos,"855,03"
1176,1154,2,7706,218,12,1291,250,692,738,1335,1442,221151,387534,10,17414,791,1565,314591,73.73,4431,634448128,bond7_2017,"335,85"
1177,765,28,4583,192,20,940,335,645,742,2275,1407,262634,491284,6,9403,679,1618,270811,112.12,310,507289696,bigreaiqua,"287,92"
1178,4935,165,23859,343,81,1984,1817,3508,3719,5488,7308,4511409,4509084,8,37484,5361,4606,2507714,184.01,17125,623248432,desconhecido_16642401,"929,49"
1179,1118,0,13717,238,41,1338,1021,1701,2123,2499,3865,849135,2723498,6,34141,1084,1941,921385,112.04,6564,514323087,Loredonel,"135,93"
1180,10247,0,70792,614,219,2190,4088,6306,6160,19721,12685,17995600,10838786,8,114116,14001,7964,7793072,302.38,18675,500118566,KrautGranate,"1847,67"
1181,53566,3573,248611,560,559,2522,14135,21724,19365,62312,41648,42684788,35780492,10,378427,38193,7229,23311060,418.37,170842,594726634,Senior_Adelante,"1491,22"
1182,17332,748,130193,592,205,2823,4656,8672,6991,10361,15868,18459413,15243621,9,210589,16113,7832,9401558,346.01,85412,594910052,bateroid,"1802,59"
1183,1001,0,5822,414,1,1750,211,436,347,612,784,478011,373478,7,9849,817,1884,324754,190.14,202,622004221,RenamedUser_12003888,"1682,44"
1184,5788,193,28133,392,84,1647,814,2930,3147,4787,6161,3666302,5884805,8,47828,3150,4990,2417712,314.67,16410,600516861,UD0,"669,71"
1185,9992,420,49342,353,93,2061,3053,6643,7202,4733,13938,8672039,12712002,7,76406,8829,6224,4925806,228.96,34492,531361618,Anar_Yasamal,"748,12"
1186,30499,1921,222020,363,328,2060,9781,18044,17812,32669,36184,22307839,24914013,9,396400,27628,6303,13138375,209.6,139983,595780568,YRaaa100_11885306,"942,55"
1187,8424,886,65566,423,162,2159,3584,6060,6360,16121,12582,10358487,10056824,9,124973,9055,6409,5319772,241.42,41364,601122228,Cima2002,"1066,43"
1188,593,0,3906,267,5,1045,135,354,362,422,721,189578,353913,8,7923,376,2032,192263,129.54,2402,607810036,RenamedUser_70982955,"475,86"
1189,800,0,7921,285,10,1513,314,555,381,1167,946,282739,233760,7,18376,940,2402,269596,71.24,5770,505022930,wawan4774,"1095,63"
1190,44786,193,262686,475,383,2413,10273,19068,17434,40499,36885,36253363,31785931,10,409782,34237,7317,17538077,413.49,150319,604304208,lom19781003,"1483,61"
1191,216,0,2057,143,5,889,117,231,301,729,537,52857,129903,4,7098,178,965,77033,51.86,786,509786484,MyLittlePony2,"79,24"
1192,690,0,5490,321,19,1505,251,473,639,1208,1131,361736,924766,7,9397,423,3001,362550,169.81,2955,654836469,THH_Maverick,"293,96"
1193,766,0,3797,169,6,890,62,282,311,389,599,58798,138398,4,8501,214,768,101071,92.89,1824,630730253,RenamedUser_42009816,"178,56"
1194,26732,242,230183,614,591,2796,13257,19515,18550,63571,38656,48070501,34060878,11,378873,40247,8699,23736976,311.84,117587,502119949,Huckli,"1508,55"
1195,20938,49,145667,640,287,2502,8392,12115,10384,27205,22786,23466273,16542574,10,244674,24496,6811,14586943,347.9,64688,603544231,Aurora___Borealis,"1650,80"
1196,21774,1210,145286,429,323,2141,8991,15478,16663,13217,32464,23042519,26896577,8,245997,19112,6436,13938941,264.55,93402,510841980,ludvak,"857,17"
1197,895,0,4887,125,28,724,349,794,995,1936,1817,146350,422721,4,16639,451,0,227623,0.0,0,505471127,patryczekrecki9,"36,65"
1198,7445,2055,47529,306,188,1646,4264,7919,9849,6915,17956,8511198,17253755,7,87224,6954,5518,5490374,191.48,26731,525565209,csoki723,"337,26"
1199,42299,2632,234638,451,642,2571,10234,21942,23709,52635,46293,32022823,40080140,8,399724,27841,6834,20856312,278.75,146827,634235109,chipukabra_77130703,"856,80"
1200,3168,204,17973,465,52,1977,965,2134,2620,3279,4806,2809827,5083833,5,29681,1825,4739,2233955,219.82,10178,505242319,sergentkev,"516,83"
1201,86648,0,256600,627,584,2537,7741,24471,25482,31357,50537,56486709,69331866,9,333948,34667,6771,31690867,518.16,188599,520926900,borsuk1981,"1109,18"
1202,1464,0,6317,597,8,1808,79,333,309,115,650,636317,610826,8,8258,486,4915,387810,555.9,4583,615994775,QLOLi,"1614,77"
1203,663,1,7605,229,12,1253,323,600,660,1754,1272,312486,391049,8,16588,818,2044,291663,77.68,4755,521922703,Leitokg,"510,75"
1204,1618,0,6733,289,10,1304,322,652,659,1308,1321,445279,543258,8,11119,874,2493,382205,191.92,4521,532828273,Rapicavoli,"778,19"
1205,1327,0,5926,249,26,1668,357,784,895,2348,1705,537949,931448,8,10854,912,0,424228,0.0,0,619860723,RenamedUser_3549992,"502,36"
1206,274,0,2798,236,12,1129,160,278,244,833,534,141077,210517,5,6622,310,1447,125808,146.11,135,507247790,xRusekk,"550,52"
1208,25395,231,155373,474,311,2635,8868,16079,16077,26169,32467,29683763,28029325,9,251287,25103,6755,15399106,294.29,89106,595602333,___NK__,"1194,05"
1209,348,0,2623,142,11,845,127,312,385,377,708,75702,129986,6,9255,309,856,100479,49.03,1765,625887411,RenamedUser_23885243,"155,05"
1210,2901,0,16522,360,40,1786,699,1565,1624,2801,3229,1705486,2359803,7,26359,2012,5196,1162854,251.76,4444,622450465,Hodok3aPuVoM,"833,14"
1211,13703,762,51924,483,135,2235,2189,4597,4433,10023,9165,7792586,8654223,7,101439,5881,5266,4430114,475.26,29932,595761944,nas_40,"1172,66"
1212,650,802,4720,211,36,1623,598,1035,1319,782,2390,602805,799591,5,13494,751,3557,505006,57.76,1672,655304813,RS1_33_17,"229,12"
1213,31001,363,156896,368,232,1828,6122,13325,11947,12706,25504,15435834,13148368,10,284726,22421,7024,9395612,260.97,92708,506139864,golf_november,"1336,77"
1214,610,0,3812,336,12,1475,143,372,475,450,859,348939,501875,6,6156,341,2699,288759,155.09,2335,570470852,ferguson_steel,"577,02"
1215,1070,193,6508,381,19,1760,308,743,918,1091,1680,808087,1565132,8,11679,744,2977,639276,193.92,3756,675946151,algarve_1,"464,26"
1216,357,0,3177,228,7,1233,184,299,365,1495,671,149614,227878,5,6125,349,0,152981,0.0,0,512076641,Maisterko,"428,77"
1217,433,0,3260,133,5,670,140,362,422,1020,789,73592,145812,3,7355,287,943,104676,38.76,1697,518019758,Velistyle123,"127,13"
1218,397,0,1479,104,4,688,131,304,418,708,726,27167,132978,5,6463,91,1053,75333,39.01,689,629089535,RenamedUser_33606132,"18,77"
1219,2928,0,31525,315,26,2156,1463,2176,1704,6118,3906,1433864,864693,11,61565,4605,2007,1228803,75.64,23009,607133986,Tankomanjak_65070238,"1410,70"
1220,35197,602,165517,419,530,2320,10418,20646,19898,14184,41074,37406828,30832866,9,263243,33806,7766,17214420,273.44,123575,626531630,T90_cyclone,"1216,15"
1221,1697,27,12090,190,43,1416,563,1514,1867,1455,3424,597400,1697469,5,30710,880,4084,649409,90.03,5845,529404600,MicKoz77,"141,12"
1222,781,0,5449,172,21,897,331,617,807,2531,1445,212021,511919,5,10663,507,1533,247848,90.57,2049,512600110,lukas2159,"158,10"
1223,907,0,5349,157,21,882,270,729,816,1551,1566,185875,420031,5,13652,547,1616,246323,57.36,3034,629006666,RenamedUser_33326678,"173,77"
1224,1735,0,11442,632,11,2236,563,945,775,2113,1731,1742896,1502666,9,16857,1779,6026,1094092,306.69,8590,605768440,SexyBoss_41462587,"1526,59"
1225,3702,210,20443,373,35,1902,1177,2378,2478,2563,4891,2786499,3611295,9,42041,3055,5507,1825160,190.99,13694,547781887,M3RHY,"791,46"
1226,19880,1929,95479,474,244,3044,5121,10187,10187,9710,20618,13925087,15518994,7,172031,12650,5761,9782858,232.32,62039,524469489,Domsul,"966,28"
1227,11791,0,56475,390,172,2032,2977,6414,6885,15298,13471,5997920,10119101,8,110756,7730,4562,5257007,241.94,9215,604703503,fomka79,"617,82"
1228,851,0,4767,155,15,678,190,514,658,1108,1187,115390,340963,4,16862,400,1330,183471,58.49,2728,558532238,wojtassosna,"83,49"
1229,1717,510,9176,198,44,1247,961,1761,2042,3905,3847,820970,1344312,7,26726,1319,2220,759942,106.98,3316,599405644,simagl,"250,07"
1230,1726,0,7153,262,34,1657,407,1112,1339,3132,2485,602455,1217151,6,15938,1046,1576,651134,209.33,26,654941694,RenamedUser_5191131,"290,73"
1231,494,129,2740,251,11,1334,135,346,484,602,841,202349,550013,5,5761,270,2119,210801,113.57,1485,570074624,Riusfuk,"211,78"
1232,12079,161,60975,370,81,2141,3081,6667,6726,7227,13474,8831406,10835596,10,112005,10052,7749,4985320,222.9,41349,523427724,bojidar_yanchev,"977,22"
1233,3790,110,20145,625,35,2244,927,1693,1602,2471,3330,4427918,4351211,7,28882,2835,7360,2080598,386.43,12918,507674144,_CereaL_KiLLer_666,"1608,16"
1234,4999,0,20132,321,48,1646,784,1924,1850,5153,3822,1881087,1989772,11,38313,2763,3815,1228651,406.65,1498,619361377,CRoLLo_1836792,"988,64"
1236,26182,4,98871,317,267,1600,2981,9087,9354,13705,18708,8938027,12878624,7,209674,10847,3906,5930044,270.44,25609,602653940,madi_8888,"736,73"
1238,6899,0,38789,240,82,1499,2040,4571,5063,13128,9716,2594622,4602928,7,79641,4246,3715,2330407,153.68,15414,637665719,SANO___KOKOC,"390,99"
1239,44016,592,128345,644,383,2436,5254,12860,12533,7605,25776,27142236,31908674,9,195237,18316,6396,16606476,601.42,90717,557589890,DEDI_85,"1104,28"
1240,5312,286,18019,394,65,2250,935,2208,2176,8451,4449,2479461,2982509,8,36885,2685,6670,1753745,215.08,11890,658882324,leekans13,"944,59"
1241,6853,156,39907,514,124,2043,1858,3887,4474,10586,8485,5859296,9053596,7,67099,4214,5575,4361742,261.41,19284,510076873,kamikarze26,"692,95"
1242,930,0,4781,237,6,1493,275,722,860,739,1588,287987,694001,7,9851,506,1691,376713,87.28,2689,524497556,martinsliepins95,"203,85"
1243,690,0,4853,253,8,1487,222,459,453,1429,920,248066,364672,6,10460,608,2313,232492,114.39,3112,519327814,battlemomo,"574,90"
1244,4319,0,14744,196,47,1326,905,2837,3460,3256,6344,1136333,2949348,6,31381,1886,2935,1245015,108.96,8023,511794863,eliska01,"168,85"
1245,1058,0,7341,590,1,1820,134,317,260,189,578,401260,340042,14,12311,737,3087,340734,297.11,5342,546099248,zutTmort,"1936,38"
1246,9391,0,32957,392,75,2010,1284,3164,3015,8880,6254,3933650,4958075,9,48336,5096,1071,2452288,235.71,19,508293703,destryer91,"1072,83"
1247,13192,14,81107,339,190,1593,4016,7741,8101,13255,16032,8273537,13165097,7,160157,8395,4713,5430970,245.47,46705,632823504,JokeR1796_20,"717,12"
1248,9848,0,42194,289,84,1581,2010,5580,6277,14271,11941,5214622,8479647,7,71829,5617,4511,3451511,169.29,26345,630096384,kalyga_72,"569,32"
1249,22575,1663,91660,483,268,2456,4049,8857,8911,12509,18036,16390194,15866853,8,152295,12960,7609,8716869,402.75,62163,595212719,TU_178,"1191,70"
1250,5071,3,25763,279,41,1810,735,2375,2590,2956,5006,1672698,3062761,6,55145,2445,3904,1397037,173.05,14957,527136150,sergent_8,"531,10"
1251,5945,0,28055,290,67,1935,1426,2678,2666,19280,5411,2372241,2827060,9,48424,4134,3014,1569820,223.25,3909,501312231,kapciu99,"820,06"
1252,553,0,3805,428,17,1668,325,452,387,1880,856,500050,335996,6,6072,781,0,366122,0.0,0,500159219,Predi321,"1085,98"
1253,13196,110,76695,472,178,2360,4873,7157,6783,13724,14118,14220762,13266632,9,112114,11913,6886,6659043,342.72,45627,655026723,Kimpry,"1375,05"
1254,701,0,2815,145,14,1089,205,573,617,2201,1204,104330,295137,5,9489,333,1747,174338,51.05,1805,518755730,Killer5900,"71,81"
1255,9462,0,43101,304,150,1716,2532,5070,5579,16810,10799,4523752,7253167,6,87278,5985,3384,3283019,233.46,3626,619200464,860_1314249,"565,47"
1257,357,0,2094,160,10,829,228,397,462,1231,869,81944,283382,4,11881,211,0,138623,0.0,0,500371837,katkatdk,"55,22"
1258,1041,0,30845,205,30,1221,356,600,578,3066,1208,269623,273553,7,79673,701,1441,247243,59.1,17963,565764108,Scar_War,"934,02"
1259,1264,41,3720,300,10,1527,64,386,462,293,858,272886,424105,6,8516,301,3101,256998,159.53,2239,631369776,artjom_407,"465,94"
1260,959,0,3486,182,11,864,229,743,974,1473,1728,188427,734668,5,9927,349,1218,314487,93.67,2041,631898822,ivan_reys_1,"39,65"
1261,510,0,3262,195,5,1082,123,318,366,971,689,67248,139814,6,7073,280,760,134298,44.86,1925,535211843,prafuit,"155,99"
1262,1158,0,22754,212,72,996,1119,1460,1849,5890,3381,666855,1604809,4,81276,1000,1603,715183,72.84,11613,585657093,Zvone___,"253,90"
1263,773,357,4288,270,15,1105,392,741,769,712,1525,595483,693553,5,9208,843,2777,411861,101.21,2240,530334036,danielus2002,"589,62"
1264,7073,30,51054,356,83,1834,3018,5473,5548,8713,11104,8913658,7034621,8,78010,8262,8440,3954031,203.96,30879,511001291,argobata2012,"1052,47"
1265,1171,0,8611,364,19,1826,376,842,890,675,1751,905943,1028576,8,14894,1119,3819,637633,161.54,5795,595266272,Olaf_Oktagon,"760,04"
1266,1057,0,6855,402,39,1488,537,874,1264,4248,2177,904541,2353558,6,11084,603,3963,875691,227.68,3628,558567515,Villain131,"215,98"
1267,761,0,5175,463,15,1830,391,501,487,866,1003,737140,718684,8,9500,892,3047,464489,293.69,3497,567219403,Anonimous_666,"1298,40"
1268,355,0,2409,156,11,688,146,295,278,326,584,70791,93728,5,7431,296,758,90938,51.2,461,620964557,RenamedUser_7008240,"324,42"
1269,2771,0,7682,239,21,1259,366,1267,1432,1851,2720,542833,1364701,6,15874,918,2237,650280,170.77,4523,630068965,markovka007_2014,"283,70"
1270,14615,218,76019,449,190,1985,3883,9636,10977,20084,20803,11750232,19998065,6,117064,9871,4844,9339633,214.22,48828,596034970,mareka0076,"580,18"
1271,443,0,3313,196,12,1012,253,502,569,498,1083,173396,328455,5,6315,436,1760,212108,72.58,2136,529702474,xXkilleur971Xx,"245,82"
1272,6354,0,32283,199,90,1602,1907,4505,5240,12262,9835,1923969,5072353,6,89590,3000,2964,1957472,120.8,13256,511279660,Ricsmond10,"206,28"
1273,17731,583,90674,490,129,2291,4002,8950,8894,13709,17973,16591336,17187990,8,138248,12973,6287,8813016,307.87,61553,509364521,skq321,"1197,80"
1274,232,0,3942,197,15,867,298,380,518,884,913,196302,403829,4,12817,392,0,179820,0.0,0,502778688,umutsuz25,"224,48"
1276,359,0,4724,157,7,703,320,524,715,1878,1246,128700,370695,5,12895,335,1170,195502,58.22,2181,525834410,kie_fil,"43,14"
1277,8066,3102,70655,465,132,2298,3517,6033,4737,5791,10902,7939194,3759144,10,134636,13609,5449,5070906,137.64,51200,598501170,obezbasheny_2014,"1707,58"
1278,363,0,1393,131,6,628,84,222,285,919,513,24347,110532,4,3745,102,1027,67293,56.38,364,512902993,Haski2004,"29,57"
1279,325,0,2935,112,14,688,215,338,383,692,735,33248,120887,3,11013,113,1206,82551,38.38,324,622997831,RenamedUser_15720334,"53,76"
1280,19204,0,76584,380,140,2347,2935,7522,7778,13158,15440,9636854,12291477,8,134365,9431,6575,5861504,265.42,50107,598532471,ITse7ens,"929,95"
1281,3358,0,16023,356,56,2202,886,1925,2162,6195,4143,1990119,2628472,9,25647,2838,2921,1473194,206.24,4231,637556893,Serega_1995_lugansk,"775,27"
1282,677,0,5348,163,13,816,267,576,675,1272,1264,141148,327903,6,13876,403,1074,206076,59.93,2719,625375877,123456789talga,"150,16"
1283,6656,109,33445,312,49,1955,1499,3690,3934,4263,7673,3341674,4517985,8,63257,4434,4904,2397472,196.12,22461,601697897,klop_sniper_62891462,"740,21"
1284,3468,0,14449,321,69,1890,919,1900,1964,4790,3933,2421660,2220430,10,24703,2928,0,1264274,0.0,0,619125924,Drumman_1058111,"1043,92"
1285,857,0,4124,318,10,1369,176,381,427,1064,818,200055,332066,4,7944,437,1348,260018,126.83,2836,519322306,Trojan013,"474,62"
1286,357,0,1729,125,9,516,198,377,481,1815,867,56391,214956,4,5788,173,0,108196,0.0,0,637568861,RenamedUser_5966903,"35,17"
1287,34017,11,327176,611,808,2376,25456,32947,32401,61693,66156,66920967,61599019,9,453578,57462,6781,40419190,261.06,209614,504123296,mmarin1,"1182,35"
1288,2944,421,18888,334,40,1664,1005,1989,1942,2326,3971,2150602,2359706,6,29788,2451,3792,1325941,178.62,12954,510232353,adamw01aw,"852,30"
1289,10335,0,69464,563,117,3043,3859,5384,4357,14235,9858,10403244,5772002,9,105758,12742,8099,5551466,415.8,27459,655186485,tarapiygin,"2126,06"
1290,6614,5,40795,268,115,1707,1771,4175,4752,16737,9042,2623996,5523917,8,85523,3817,2961,2422645,173.35,13089,502324867,mariusz29,"394,66"
1291,1369,0,9261,436,28,1854,398,1023,1291,2781,2342,1166385,2192327,6,15982,1024,4095,1020247,205.45,5604,554326253,BimFiinn,"490,98"
1292,3293,0,14893,283,29,1771,495,1362,1544,2887,2935,1133088,1797442,6,25216,1583,3424,830656,231.22,6768,510802692,iXxHaxXoRxXi,"628,79"
1293,524,164,2753,427,8,1733,114,360,441,582,809,398399,699965,4,5876,326,3203,345275,166.43,1269,561482079,AYCM_2019,"487,78"
1294,22332,211,108166,460,222,2174,5070,12208,14145,26835,26575,16729010,27084481,8,167741,12334,6450,12218894,249.14,65925,519153110,Norjin,"635,52"
1295,401,0,3353,200,7,861,185,275,296,986,578,127462,163398,5,5888,361,1089,115501,117.76,129,508135000,KnotekJ,"524,11"
1296,1847,0,18097,187,45,998,590,1415,1525,6488,2985,461631,822824,9,41729,1698,1574,557003,95.52,5566,512462571,slepkius,"334,61"
1297,686,0,3091,166,28,1348,308,698,975,995,1701,240839,846124,5,7303,478,1994,281769,86.98,2000,512841725,filipas17,"33,07"
1298,24526,110,119667,549,202,2844,4912,8981,6997,16429,16180,16741979,11206287,10,189378,17717,8327,8878436,468.67,41194,620130498,Eugeshik,"2042,49"
1299,20870,3,53219,555,181,2595,2747,6393,6248,22806,12822,11493265,12581585,9,79715,9466,6043,7119289,424.37,8556,500539180,Kakehund,"1095,10"
1300,21179,15,75859,445,181,2277,3674,7684,7627,16028,15492,13626329,15060152,10,115359,12162,7136,6888490,454.82,34486,502723480,CLIEN,"1203,81"
1301,4433,192,19437,240,60,1572,1210,3080,3572,3789,6712,1756279,3659013,8,38072,2874,3168,1608585,133.51,12294,608673645,BIGBOSS_29_1,"354,74"
1302,18552,311,88018,454,135,2372,2793,6789,6632,22803,13556,9685000,11301288,9,144275,10916,6454,6160986,274.27,56449,506753558,Kufty,"1141,92"
1303,1265,0,5392,219,10,959,200,483,482,1365,975,228624,312474,8,9343,551,185,213490,46.0,2,501292526,L0ki_,"627,23"
1304,490,0,3081,146,3,725,112,292,255,685,550,50254,68946,5,6549,285,692,80309,15.7,2042,535582466,kazik2BZ,"314,12"
1305,12972,0,70452,508,151,2324,3206,7111,7571,22555,14833,11285765,14533780,9,101806,9849,5384,7536374,268.25,36228,504512855,MetalHeadDK,"927,97"
1306,16399,27,94711,197,257,1424,4952,12167,14312,43495,26736,4734893,14091492,7,228882,7719,2399,5259543,105.1,52244,512871706,SHOT54,"179,61"
1307,26317,2499,218035,475,691,2168,15316,21820,23176,85545,45687,41793701,36843923,9,330408,40288,7601,21719423,261.4,139843,508330517,Dusa78,"1052,15"
1308,1668,9,5611,178,14,1028,396,1184,1413,1933,2611,248068,951146,5,20735,538,1377,464697,84.74,2991,626255791,RenamedUser_24880993,"57,97"
1309,2166,0,15811,232,32,1371,613,1445,1636,4643,3113,797876,1256128,8,30659,1610,3056,721082,133.09,7222,623597273,Andrey_234_17775424,"390,52"
1310,4039,1,19082,375,52,1839,1223,2085,2195,4914,4332,2626244,2372021,7,37682,3015,4399,1623911,211.16,13289,625816985,Teemothy_23710873,"981,51"
1311,6511,63,35995,468,55,2222,2121,4091,4300,3971,8446,5710918,6799757,7,57745,5824,5127,3955481,235.13,24635,518637179,luban08,"935,01"
1313,3181,0,13191,265,23,1622,666,1755,1907,3518,3685,1324440,1862594,6,24766,2041,3038,977214,165.81,8610,598916499,TakeHead_13630762,"557,17"
1315,738,0,5611,245,14,1399,287,609,653,1647,1276,360348,445064,8,11735,735,3198,312751,126.43,1447,511809707,PaToU84,"541,16"
1316,23441,274,115985,507,211,2271,5343,10307,9673,15169,20191,18872268,19083900,8,179947,15287,7888,10226971,393.95,78709,630947818,m2308,"1274,96"
1317,702,18,11157,345,7,1704,139,293,300,746,600,265162,198126,6,21808,534,3502,206963,92.22,5674,569232812,_Jawsiki_,"1184,91"
1318,2321,22,12256,264,11,1575,423,1155,1218,884,2384,672710,827115,9,21181,1465,1979,630442,114.98,7917,540480783,Mibaci,"629,87"
1319,1083,0,8190,196,10,998,222,511,538,1840,1059,164677,279625,7,18026,537,1168,207754,78.82,5045,518858833,Yasutora94,"384,43"
1320,15836,0,83544,365,217,1875,5382,10000,10369,15047,20586,13945236,16275401,8,155988,15110,5106,7505554,238.15,49085,621871328,demonarxangel,"938,98"
1321,2423,189,13867,257,62,1628,863,1900,2316,2356,4278,1333255,2667885,6,27039,1556,3851,1097989,132.75,7073,556697754,Rago2001,"338,50"
1322,976,0,2646,212,7,962,75,425,535,937,967,130192,468070,4,5483,225,1412,205240,113.22,1694,606391109,RenamedUser_58840481,"88,95"
1323,176,0,2433,140,3,773,145,263,249,348,515,38650,70459,6,6057,157,546,72004,24.68,1150,606762115,RenamedUser_62017216,"138,58"
1324,207,0,1612,140,5,667,111,237,258,1095,500,57209,100858,4,4428,204,0,69942,104.66,182,622354416,RenamedUser_13286506,"288,53"
1325,758,0,5072,188,13,994,188,557,724,1538,1294,222245,608845,6,21342,332,2090,243546,82.2,2452,520936609,slezitom,"151,79"
1326,9029,3,38629,336,58,2102,2205,4210,4442,7984,8710,4262785,5624701,8,74064,5549,4580,2926091,236.77,26859,517441022,mael79100,"808,73"
1327,6533,148,30076,339,77,1706,1856,3845,4254,7872,8176,4162671,5704858,6,55813,4347,6298,2767790,213.42,12373,596813688,ESAKER97,"681,78"
1328,921,0,3869,342,9,1629,159,393,379,268,781,309242,482812,8,6812,434,3081,267305,245.15,2661,527459803,kichance,"731,64"
